"REF_DATE","GEO","DGUID","Distance-capacity public transit service area","Location","Gender","Demographic and socio-economic","Sustainable Development Goals (SDGs) 11.2.1 indicator","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631838208","933.1.1.1.1.1","75600","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631838208","933.1.1.1.1.1","75750","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635862102","933.1.1.1.1.2","66.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635862102","933.1.1.1.1.2","66.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631919226","933.1.1.1.2.1","10930","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631919226","933.1.1.1.2.1","10925","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635943120","933.1.1.1.2.2","64.4","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635943120","933.1.1.1.2.2","64.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632000244","933.1.1.1.3.1","48940","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632000244","933.1.1.1.3.1","49015","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636024138","933.1.1.1.3.2","67.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636024138","933.1.1.1.3.2","67.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632243298","933.1.1.1.6.1","15735","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632243298","933.1.1.1.6.1","15810","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636267192","933.1.1.1.6.2","65.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636267192","933.1.1.1.6.2","65.5","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635051922","933.1.1.1.56.1","61805","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635051922","933.1.1.1.56.1","61915","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639075816","933.1.1.1.56.2","66.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639075816","933.1.1.1.56.2","66.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635132940","933.1.1.1.57.1","39410","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635132940","933.1.1.1.57.1","39455","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639156834","933.1.1.1.57.2","67.3","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639156834","933.1.1.1.57.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635213958","933.1.1.1.58.1","36410","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635213958","933.1.1.1.58.1","36465","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639237852","933.1.1.1.58.2","67.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639237852","933.1.1.1.58.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635294976","933.1.1.1.59.1","2995","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635294976","933.1.1.1.59.1","2990","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639318870","933.1.1.1.59.2","67.5","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639318870","933.1.1.1.59.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635375994","933.1.1.1.60.1","22390","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635375994","933.1.1.1.60.1","22465","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639399888","933.1.1.1.60.2","63.9","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639399888","933.1.1.1.60.2","64.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631839494","933.2.1.1.1.1","75600","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631839494","933.2.1.1.1.1","75750","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635863388","933.2.1.1.1.2","66.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635863388","933.2.1.1.1.2","66.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631920512","933.2.1.1.2.1","10930","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631920512","933.2.1.1.2.1","10925","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635944406","933.2.1.1.2.2","64.4","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635944406","933.2.1.1.2.2","64.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632001530","933.2.1.1.3.1","48940","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632001530","933.2.1.1.3.1","49015","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636025424","933.2.1.1.3.2","67.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636025424","933.2.1.1.3.2","67.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632244584","933.2.1.1.6.1","15730","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632244584","933.2.1.1.6.1","15810","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636268478","933.2.1.1.6.2","65.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636268478","933.2.1.1.6.2","65.5","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635053208","933.2.1.1.56.1","61800","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635053208","933.2.1.1.56.1","61915","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639077102","933.2.1.1.56.2","66.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639077102","933.2.1.1.56.2","66.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635134226","933.2.1.1.57.1","39410","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635134226","933.2.1.1.57.1","39455","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639158120","933.2.1.1.57.2","67.3","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639158120","933.2.1.1.57.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635215244","933.2.1.1.58.1","36410","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635215244","933.2.1.1.58.1","36465","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639239138","933.2.1.1.58.2","67.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639239138","933.2.1.1.58.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635296262","933.2.1.1.59.1","2995","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635296262","933.2.1.1.59.1","2990","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639320156","933.2.1.1.59.2","67.5","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639320156","933.2.1.1.59.2","67.3","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635377280","933.2.1.1.60.1","22395","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635377280","933.2.1.1.60.1","22465","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639401174","933.2.1.1.60.2","63.9","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","400 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639401174","933.2.1.1.60.2","64.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631840780","933.3.1.1.1.1","82230","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631840780","933.3.1.1.1.1","82460","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635864674","933.3.1.1.1.2","72.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635864674","933.3.1.1.1.2","72.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631921798","933.3.1.1.2.1","12175","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631921798","933.3.1.1.2.1","12200","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635945692","933.3.1.1.2.2","71.7","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635945692","933.3.1.1.2.2","71.9","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632002816","933.3.1.1.3.1","53250","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632002816","933.3.1.1.3.1","53375","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636026710","933.3.1.1.3.2","72.9","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636026710","933.3.1.1.3.2","73.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632245870","933.3.1.1.6.1","16810","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632245870","933.3.1.1.6.1","16885","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636269764","933.3.1.1.6.2","69.7","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636269764","933.3.1.1.6.2","70.0","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635054494","933.3.1.1.56.1","67035","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635054494","933.3.1.1.56.1","67175","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639078388","933.3.1.1.56.2","71.6","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639078388","933.3.1.1.56.2","71.8","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635135512","933.3.1.1.57.1","42795","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635135512","933.3.1.1.57.1","42875","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639159406","933.3.1.1.57.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639159406","933.3.1.1.57.2","73.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635216530","933.3.1.1.58.1","39555","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635216530","933.3.1.1.58.1","39635","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639240424","933.3.1.1.58.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639240424","933.3.1.1.58.2","73.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635297548","933.3.1.1.59.1","3240","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635297548","933.3.1.1.59.1","3240","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639321442","933.3.1.1.59.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639321442","933.3.1.1.59.2","73.0","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635378566","933.3.1.1.60.1","24245","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635378566","933.3.1.1.60.1","24305","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639402460","933.3.1.1.60.2","69.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from all public transit stops","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639402460","933.3.1.1.60.2","69.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631842066","933.4.1.1.1.1","82230","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631842066","933.4.1.1.1.1","82460","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635865960","933.4.1.1.1.2","72.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635865960","933.4.1.1.1.2","72.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631923084","933.4.1.1.2.1","12175","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631923084","933.4.1.1.2.1","12200","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635946978","933.4.1.1.2.2","71.7","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635946978","933.4.1.1.2.2","71.9","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632004102","933.4.1.1.3.1","53250","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632004102","933.4.1.1.3.1","53375","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636027996","933.4.1.1.3.2","72.9","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636027996","933.4.1.1.3.2","73.1","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632247156","933.4.1.1.6.1","16810","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632247156","933.4.1.1.6.1","16885","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636271050","933.4.1.1.6.2","69.7","","","","1"
